YEAR BUILT,TEST,NEIGHBORHOOD
1942,4483300,UPPER EAST SIDE (59-79)  
1930,4480500,UPPER EAST SIDE (79-96)  
1931,4480300,CLINTON                  
2012,4480300,MIDTOWN WEST             
1979,4480300,UPPER WEST SIDE (59-79)  
2012,4480289,GRAMERCY                 
2008,4475000,FLATIRON                 
1931,4450000,GREENWICH VILLAGE-WEST   
1926,4450000,UPPER EAST SIDE (59-79)  
1925,4450000,UPPER EAST SIDE (79-96)  
1931,4429387,CLINTON                  
1917,4424296,MURRAY HILL              
1911,4410000,UPPER WEST SIDE (79-96)  
1900,4400000,GREENWICH VILLAGE-CENTRAL
1926,4400000,MIDTOWN WEST             
1955,4400000,MIDTOWN WEST             
2004,4400000,TRIBECA                  
1911,4400000,TRIBECA                  
1916,4400000,UPPER EAST SIDE (59-79)  
1916,4400000,UPPER EAST SIDE (59-79)  
1927,4400000,UPPER WEST SIDE (59-79)  
1951,4395000,UPPER EAST SIDE (59-79)  
1930,4395000,UPPER EAST SIDE (79-96)  
1981,4395000,UPPER EAST SIDE (79-96)  
1927,4395000,UPPER WEST SIDE (79-96)  
2007,4368292,UPPER EAST SIDE (79-96)  
2010,4365000,FASHION                  
1986,4365000,UPPER EAST SIDE (59-79)  
1924,4355000,UPPER EAST SIDE (79-96)  
2007,4350000,CHELSEA                  
1908,4350000,FLATIRON                 
2002,4350000,MANHATTAN VALLEY         
2002,4350000,MIDTOWN EAST             
2006,4350000,TRIBECA                  
2006,4350000,TRIBECA                  
1938,4350000,UPPER EAST SIDE (59-79)  
1920,4339237,GREENWICH VILLAGE-WEST   
1929,4330000,UPPER EAST SIDE (79-96)  
2008,4327562,FLATIRON                 
2008,4325000,FLATIRON                 
1910,4325000,TRIBECA                  
1931,4325000,UPPER WEST SIDE (79-96)  
1926,4314000,UPPER EAST SIDE (79-96)  
1948,4312500,UPPER EAST SIDE (59-79)  
1960,4300000,CHELSEA                  
1902,4300000,GREENWICH VILLAGE-CENTRAL
1910,4300000,GREENWICH VILLAGE-CENTRAL
1930,4300000,UPPER EAST SIDE (59-79)  
1981,4300000,UPPER EAST SIDE (79-96)  
1927,4300000,UPPER WEST SIDE (79-96)  
1926,4300000,UPPER WEST SIDE (79-96)  
1959,4295000,UPPER EAST SIDE (59-79)  
2007,4295000,UPPER EAST SIDE (79-96)  
1912,4295000,UPPER WEST SIDE (59-79)  
1960,4290000,UPPER EAST SIDE (59-79)  
1990,4275000,UPPER EAST SIDE (59-79)  
2006,4275000,UPPER WEST SIDE (59-79)  
1955,4258000,MIDTOWN WEST             
2006,4250570,TRIBECA                  
1900,4250000,FLATIRON                 
1983,4250000,MIDTOWN CBD              
1931,4250000,MIDTOWN WEST             
1913,4250000,MURRAY HILL              
1910,4250000,SOHO                     
1925,4250000,UPPER EAST SIDE (79-96)  
1917,4246102,MURRAY HILL              
1918,4240000,GRAMERCY                 
1929,4240000,UPPER EAST SIDE (79-96)  
1941,4237500,UPPER EAST SIDE (59-79)  
1958,4225000,MIDTOWN EAST             
1930,4225000,MIDTOWN WEST             
2005,4202000,TRIBECA                  
1927,4200000,GREENWICH VILLAGE-CENTRAL
1900,4200000,SOHO                     
1910,4200000,SOHO                     
1927,4200000,UPPER EAST SIDE (59-79)  
1926,4200000,UPPER EAST SIDE (79-96)  
1981,4200000,UPPER EAST SIDE (79-96)  
1905,4200000,UPPER WEST SIDE (59-79)  
1951,4174825,UPPER EAST SIDE (59-79)  
2008,4160000,UPPER WEST SIDE (59-79)  
1925,4150000,GREENWICH VILLAGE-CENTRAL
1987,4150000,MIDTOWN WEST             
1959,4150000,UPPER EAST SIDE (59-79)  
1925,4150000,UPPER EAST SIDE (79-96)  
1929,4150000,UPPER WEST SIDE (59-79)  
2006,4125000,TRIBECA                  
1917,4123912,MURRAY HILL              
1983,4110000,FLATIRON                 
1907,4100000,CHELSEA                  
2007,4100000,CHELSEA                  
2008,4100000,FLATIRON                 
2005,4100000,TRIBECA                  
1940,4100000,UPPER EAST SIDE (59-79)  
1926,4100000,UPPER EAST SIDE (79-96)  
1979,4100000,UPPER WEST SIDE (59-79)  
2008,4095243,MIDTOWN EAST             
1913,4095000,FLATIRON                 
1917,4088273,MURRAY HILL              
1930,4080000,UPPER EAST SIDE (79-96)  
1917,4078091,MURRAY HILL              
2007,4073000,CHELSEA                  
1929,4073000,CHELSEA                  
1931,4073000,CLINTON                  
1931,4073000,CLINTON                  
2008,4073000,FLATIRON                 
2008,4073000,FLATIRON                 
2012,4072989,GRAMERCY                 
1917,4067908,MURRAY HILL              
1900,4056000,SOHO                     
1929,4054500,UPPER WEST SIDE (79-96)  
1900,4050000,GREENWICH VILLAGE-CENTRAL
1948,4050000,UPPER EAST SIDE (59-79)  
1917,4047543,MURRAY HILL              
1951,4047543,UPPER EAST SIDE (59-79)  
1929,4031086,UPPER EAST SIDE (79-96)  
1926,4025000,LITTLE ITALY             
1928,4025000,UPPER EAST SIDE (79-96)  
1910,4022087,UPPER EAST SIDE (59-79)  
1929,4012500,UPPER EAST SIDE (79-96)  
1917,4011905,MURRAY HILL              
1915,4000000,CIVIC CENTER             
2006,4000000,FASHION                  
1920,4000000,FLATIRON                 
1913,4000000,FLATIRON                 
1912,4000000,GREENWICH VILLAGE-CENTRAL
2002,4000000,GREENWICH VILLAGE-WEST   
1931,4000000,MIDTOWN EAST             
1987,4000000,MIDTOWN WEST             
2005,4000000,TRIBECA                  
1906,4000000,TRIBECA                  
1950,4000000,UPPER EAST SIDE (59-79)  
2007,4000000,UPPER EAST SIDE (59-79)  
2007,4000000,UPPER EAST SIDE (79-96)  
1925,4000000,UPPER EAST SIDE (96-110) 
1931,4000000,UPPER WEST SIDE (59-79)  
1912,4000000,UPPER WEST SIDE (59-79)  
2008,4000000,UPPER WEST SIDE (59-79)  
1973,3995000,UPPER EAST SIDE (79-96)  
1929,3995000,UPPER EAST SIDE (79-96)  
1906,3995000,UPPER WEST SIDE (59-79)  
1920,3995000,UPPER WEST SIDE (79-96)  
2006,3990000,TRIBECA                  
1913,3985000,UPPER WEST SIDE (79-96)  
1900,3975000,CIVIC CENTER             
1931,3971175,CHELSEA                  
2012,3971164,GRAMERCY                 
1929,3950000,FASHION                  
1978,3950000,MIDTOWN WEST             
1982,3950000,MIDTOWN WEST             
1948,3950000,UPPER EAST SIDE (59-79)  
1910,3950000,UPPER EAST SIDE (59-79)  
1927,3950000,UPPER EAST SIDE (79-96)  
1926,3950000,UPPER EAST SIDE (96-110) 
2006,3950000,UPPER WEST SIDE (59-79)  
1926,3937500,FASHION                  
1914,3935536,UPPER EAST SIDE (59-79)  
2006,3930000,CHELSEA                  
1917,3930000,MURRAY HILL              
1900,3925000,CLINTON                  
2006,3925000,TRIBECA                  
1927,3925000,UPPER WEST SIDE (79-96)  
1927,3920262,UPPER EAST SIDE (79-96)  
2007,3903000,UPPER EAST SIDE (79-96)  
1900,3900000,GREENWICH VILLAGE-CENTRAL
1900,3900000,SOHO                     
2004,3900000,SOHO                     
1940,3900000,UPPER EAST SIDE (59-79)  
2007,3900000,UPPER EAST SIDE (79-96)  
1930,3900000,UPPER EAST SIDE (79-96)  
1989,3900000,UPPER WEST SIDE (59-79)  
1989,3900000,UPPER WEST SIDE (59-79)  
1916,3894806,UPPER EAST SIDE (79-96)  
2006,3890000,MIDTOWN EAST             
1930,3888500,UPPER EAST SIDE (59-79)  
1917,3879532,MURRAY HILL              
1964,3875000,GREENWICH VILLAGE-CENTRAL
1931,3875000,TRIBECA                  
2006,3875000,TRIBECA                  
1926,3875000,UPPER WEST SIDE (79-96)  
1917,3869350,MURRAY HILL              
1908,3869350,UPPER WEST SIDE (59-79)  
1926,3869350,UPPER WEST SIDE (79-96)  
1914,3862500,UPPER WEST SIDE (79-96)  
1913,3860000,MURRAY HILL              
1983,3850000,MIDTOWN EAST             
1926,3850000,UPPER EAST SIDE (79-96)  
1929,3850000,UPPER EAST SIDE (79-96)  
2012,3843893,MIDTOWN WEST             
1931,3843504,UPPER WEST SIDE (59-79)  
1940,3842712,UPPER EAST SIDE (59-79)  
1940,3839870,UPPER EAST SIDE (59-79)  
2010,3825000,FASHION                  
1940,3825000,UPPER EAST SIDE (59-79)  
1974,3825000,UPPER EAST SIDE (79-96)  
1902,3825000,UPPER WEST SIDE (59-79)  
1925,3825000,UPPER WEST SIDE (59-79)  
1908,3820864,UPPER WEST SIDE (59-79)  
1927,3818438,UPPER EAST SIDE (79-96)  
2008,3818437,FLATIRON                 
1920,3818437,GREENWICH VILLAGE-WEST   
1926,3818437,UPPER WEST SIDE (79-96)  
1940,3814771,UPPER EAST SIDE (59-79)  
1951,3808255,UPPER EAST SIDE (59-79)  
1920,3800000,CHELSEA                  
1915,3800000,UPPER EAST SIDE (59-79)  
1991,3800000,UPPER EAST SIDE (59-79)  
1963,3800000,UPPER EAST SIDE (79-96)  
1930,3800000,UPPER EAST SIDE (79-96)  
1929,3800000,UPPER EAST SIDE (79-96)  
1906,3800000,UPPER WEST SIDE (59-79)  
1989,3800000,UPPER WEST SIDE (59-79)  
1915,3795000,CIVIC CENTER             
1922,3770000,UPPER WEST SIDE (79-96)  
1931,3769800,TRIBECA                  
1931,3767525,CLINTON                  
1931,3767525,CLINTON                  
2008,3767525,SOHO                     
2007,3763573,UPPER EAST SIDE (59-79)  
2008,3760412,UPPER EAST SIDE (96-110) 
2005,3760000,CHELSEA                  
2008,3750000,CHELSEA                  
1910,3750000,CIVIC CENTER             
1912,3750000,GREENWICH VILLAGE-CENTRAL
1930,3750000,GREENWICH VILLAGE-WEST   
1961,3750000,MANHATTAN VALLEY         
2005,3750000,MURRAY HILL              
1910,3750000,SOHO                     
2006,3750000,SOHO                     
1963,3750000,UPPER EAST SIDE (59-79)  
1927,3750000,UPPER EAST SIDE (59-79)  
1991,3750000,UPPER EAST SIDE (59-79)  
1927,3750000,UPPER EAST SIDE (79-96)  
1928,3750000,UPPER EAST SIDE (96-110) 
1915,3750000,UPPER WEST SIDE (79-96)  
1951,3742068,UPPER EAST SIDE (59-79)  
1913,3736260,UPPER WEST SIDE (96-116) 
1968,3725000,MIDTOWN WEST             
1924,3716613,CIVIC CENTER             
2008,3700000,CHELSEA                  
1929,3700000,MIDTOWN CBD              
1982,3700000,MIDTOWN WEST             
1920,3700000,SOHO                     
2006,3700000,TRIBECA                  
2005,3700000,TRIBECA                  
1906,3700000,TRIBECA                  
1930,3700000,UPPER EAST SIDE (59-79)  
1986,3700000,UPPER EAST SIDE (59-79)  
1923,3700000,UPPER EAST SIDE (79-96)  
1957,3700000,UPPER EAST SIDE (79-96)  
1963,3700000,UPPER EAST SIDE (79-96)  
1925,3700000,UPPER WEST SIDE (59-79)  
2006,3700000,UPPER WEST SIDE (59-79)  
1986,3700000,UPPER WEST SIDE (79-96)  
1925,3690000,FLATIRON                 
1906,3685000,TRIBECA                  
1917,3675882,MURRAY HILL              
2006,3675000,UPPER WEST SIDE (59-79)  
1986,3670000,UPPER EAST SIDE (59-79)  
2012,3667700,EAST VILLAGE             
1931,3665700,CLINTON                  
1908,3665000,UPPER EAST SIDE (59-79)  
1900,3650000,FLATIRON                 
1978,3650000,MIDTOWN WEST             
1927,3650000,UPPER EAST SIDE (59-79)  
1950,3650000,UPPER EAST SIDE (59-79)  
1925,3650000,UPPER EAST SIDE (79-96)  
1927,3650000,UPPER EAST SIDE (79-96)  
1988,3650000,UPPER EAST SIDE (79-96)  
1917,3635152,MURRAY HILL              
2007,3630000,FLATIRON                 
1926,3625000,LITTLE ITALY             
1948,3625000,UPPER EAST SIDE (59-79)  
1910,3625000,UPPER EAST SIDE (79-96)  
1902,3625000,UPPER WEST SIDE (59-79)  
1917,3624970,MURRAY HILL              
2006,3620000,UPPER EAST SIDE (59-79)  
1930,3615000,UPPER EAST SIDE (59-79)  
1920,3614787,GREENWICH VILLAGE-WEST   
1979,3614787,UPPER WEST SIDE (59-79)  
1917,3604605,MURRAY HILL              
1912,3600000,FLATIRON                 
1955,3600000,GREENWICH VILLAGE-CENTRAL
1907,3600000,GREENWICH VILLAGE-WEST   
2007,3600000,GREENWICH VILLAGE-WEST   
1983,3600000,MIDTOWN CBD              
1975,3600000,MIDTOWN EAST             
2004,3600000,MIDTOWN EAST             
1968,3600000,MIDTOWN WEST             
2012,3600000,MIDTOWN WEST             
2005,3600000,SOHO                     
1911,3600000,TRIBECA                  
1990,3600000,UPPER EAST SIDE (59-79)  
1955,3600000,UPPER EAST SIDE (79-96)  
1918,3600000,UPPER WEST SIDE (59-79)  
1940,3597814,UPPER EAST SIDE (59-79)  
1927,3595000,UPPER WEST SIDE (59-79)  
2010,3588000,FASHION                  
1922,3580000,UPPER WEST SIDE (96-116) 
1914,3563875,UPPER EAST SIDE (59-79)  
1951,3563875,UPPER EAST SIDE (59-79)  
1951,3563875,UPPER EAST SIDE (59-79)  
2002,3550000,GREENWICH VILLAGE-WEST   
2006,3550000,TRIBECA                  
1963,3550000,UPPER EAST SIDE (59-79)  
1985,3550000,UPPER EAST SIDE (59-79)  
2006,3550000,UPPER WEST SIDE (59-79)  
1911,3550000,UPPER WEST SIDE (79-96)  
1922,3538406,MIDTOWN CBD              
2004,3535000,TRIBECA                  
1985,3533327,UPPER EAST SIDE (59-79)  
1940,3530624,UPPER EAST SIDE (59-79)  
1951,3528236,UPPER EAST SIDE (59-79)  
1927,3526891,UPPER EAST SIDE (79-96)  
2006,3525000,UPPER EAST SIDE (59-79)  
2008,3525000,UPPER EAST SIDE (96-110) 
1963,3524224,MIDTOWN WEST             
1924,3512963,CIVIC CENTER             
1917,3512962,MURRAY HILL              
1915,3511816,TRIBECA                  
1911,3510000,GREENWICH VILLAGE-WEST   
2012,3500000,FLATIRON                 
1929,3500000,MIDTOWN CBD              
1929,3500000,MIDTOWN EAST             
1987,3500000,MIDTOWN WEST             
1982,3500000,MIDTOWN WEST             
1982,3500000,MIDTOWN WEST             
2007,3500000,SOHO                     
1982,3500000,UPPER EAST SIDE (59-79)  
1928,3500000,UPPER EAST SIDE (79-96)  
1920,3500000,UPPER EAST SIDE (79-96)  
2005,3500000,UPPER EAST SIDE (79-96)  
1926,3500000,UPPER WEST SIDE (59-79)  
2006,3500000,UPPER WEST SIDE (59-79)  
2005,3499000,MURRAY HILL              
1963,3495000,UPPER EAST SIDE (59-79)  
2005,3495000,UPPER EAST SIDE (79-96)  
1983,3490000,MIDTOWN CBD              
1928,3485000,GRAMERCY                 
1926,3485000,UPPER WEST SIDE (79-96)  
1906,3480000,UPPER WEST SIDE (79-96)  
1906,3475000,FLATIRON                 
1900,3470000,EAST VILLAGE             
1920,3462050,CHINATOWN                
1931,3462050,CLINTON                  
2012,3462050,MIDTOWN WEST             
1917,3462050,MURRAY HILL              
2003,3460000,SOHO                     
1920,3456958,CHINATOWN                
1926,3450000,CHELSEA                  
1930,3450000,GREENWICH VILLAGE-WEST   
1926,3450000,LITTLE ITALY             
2006,3450000,UPPER EAST SIDE (59-79)  
1930,3450000,UPPER EAST SIDE (79-96)  
1926,3445000,UPPER WEST SIDE (59-79)  
1917,3441685,MURRAY HILL              
2006,3440000,TRIBECA                  
1923,3440000,UPPER WEST SIDE (96-116) 
1951,3438520,UPPER EAST SIDE (59-79)  
1929,3431372,UPPER WEST SIDE (59-79)  
1965,3426000,UPPER WEST SIDE (59-79)  
1910,3425000,MURRAY HILL              
2006,3425000,TRIBECA                  
1960,3424125,UPPER EAST SIDE (79-96)  
1917,3421320,MURRAY HILL              
1960,3420000,UPPER EAST SIDE (79-96)  
2012,3413163,GRAMERCY                 
2012,3411137,MIDTOWN WEST             
2012,3411137,MIDTOWN WEST             
2005,3400000,CHELSEA                  
2010,3400000,FASHION                  
1962,3400000,UPPER EAST SIDE (59-79)  
1948,3400000,UPPER EAST SIDE (59-79)  
1958,3400000,UPPER EAST SIDE (59-79)  
1926,3400000,UPPER EAST SIDE (79-96)  
1929,3400000,UPPER WEST SIDE (59-79)  
1908,3400000,UPPER WEST SIDE (59-79)  
2006,3400000,UPPER WEST SIDE (59-79)  
1926,3400000,UPPER WEST SIDE (79-96)  
1931,3400000,UPPER WEST SIDE (79-96)  
1913,3400000,UPPER WEST SIDE (96-116) 
1928,3395000,GREENWICH VILLAGE-CENTRAL
1929,3395000,UPPER WEST SIDE (79-96)  
1969,3387500,MIDTOWN EAST             
1951,3385681,UPPER EAST SIDE (59-79)  
1951,3385681,UPPER EAST SIDE (59-79)  
1978,3380000,MIDTOWN WEST             
1925,3375000,UPPER WEST SIDE (79-96)  
1986,3375000,UPPER WEST SIDE (79-96)  
1900,3365000,GREENWICH VILLAGE-CENTRAL
1951,3360225,UPPER EAST SIDE (59-79)  
1975,3350000,MIDTOWN CBD              
1963,3350000,MIDTOWN WEST             
2006,3350000,TRIBECA                  
1917,3344951,MURRAY HILL              
1985,3329677,UPPER EAST SIDE (59-79)  
1929,3326000,UPPER EAST SIDE (59-79)  
1917,3325000,UPPER EAST SIDE (59-79)  
1989,3325000,UPPER WEST SIDE (59-79)  
2006,3320000,TRIBECA                  
2009,3318025,MIDTOWN WEST             
1900,3312459,ALPHABET CITY            
1900,3312459,ALPHABET CITY            
1920,3309312,CHINATOWN                
2008,3309312,FLATIRON                 
1920,3309312,UPPER EAST SIDE (59-79)  
2010,3300000,FASHION                  
1903,3300000,FLATIRON                 
1915,3300000,GREENWICH VILLAGE-WEST   
1939,3300000,GREENWICH VILLAGE-WEST   
1926,3300000,LITTLE ITALY             
1950,3300000,MIDTOWN WEST             
2006,3300000,TRIBECA                  
1960,3300000,UPPER EAST SIDE (79-96)  
2005,3300000,UPPER EAST SIDE (79-96)  
1917,3300000,UPPER WEST SIDE (59-79)  
1970,3300000,UPPER WEST SIDE (59-79)  
1987,3300000,UPPER WEST SIDE (59-79)  
1929,3300000,UPPER WEST SIDE (79-96)  
1927,3300000,UPPER WEST SIDE (79-96)  
2006,3295000,GREENWICH VILLAGE-CENTRAL
1929,3295000,UPPER WEST SIDE (79-96)  
1939,3295000,UPPER WEST SIDE (79-96)  
1920,3294038,CHINATOWN                
1917,3288947,MURRAY HILL              
1910,3275000,GREENWICH VILLAGE-WEST   
1927,3275000,UPPER WEST SIDE (59-79)  
2008,3275000,UPPER WEST SIDE (59-79)  
1909,3269000,UPPER WEST SIDE (59-79)  
1929,3260687,UPPER EAST SIDE (79-96)  
1951,3258400,UPPER EAST SIDE (59-79)  
2012,3256759,EAST VILLAGE             
1926,3255500,UPPER EAST SIDE (79-96)  
2006,3250000,CHELSEA                  
1900,3250000,GREENWICH VILLAGE-CENTRAL
2002,3250000,GREENWICH VILLAGE-WEST   
1983,3250000,MIDTOWN CBD              
1975,3250000,MIDTOWN CBD              
1940,3250000,MIDTOWN WEST             
2004,3250000,SOHO                     
1881,3250000,SOHO                     
2003,3250000,SOHO                     
1960,3250000,UPPER EAST SIDE (59-79)  
1929,3250000,UPPER EAST SIDE (59-79)  
1973,3250000,UPPER EAST SIDE (79-96)  
1928,3250000,UPPER EAST SIDE (79-96)  
1989,3250000,UPPER WEST SIDE (59-79)  
2006,3250000,UPPER WEST SIDE (59-79)  
1929,3250000,UPPER WEST SIDE (79-96)  
1988,3250000,UPPER WEST SIDE (79-96)  
1920,3232943,CHINATOWN                
1925,3230500,UPPER EAST SIDE (79-96)  
2009,3226261,MIDTOWN WEST             
2007,3225000,GREENWICH VILLAGE-WEST   
1948,3225000,UPPER EAST SIDE (59-79)  
1951,3225000,UPPER EAST SIDE (59-79)  
2006,3225000,UPPER EAST SIDE (59-79)  
1926,3225000,UPPER WEST SIDE (59-79)  
1917,3217670,MURRAY HILL              
2008,3217500,UPPER EAST SIDE (79-96)  
2002,3210000,MANHATTAN VALLEY         
2008,3207487,FLATIRON                 
2012,3207477,GRAMERCY                 
1908,3200000,FLATIRON                 
1910,3200000,GREENWICH VILLAGE-WEST   
1931,3200000,MIDTOWN EAST             
1940,3200000,MIDTOWN WEST             
1929,3200000,UPPER EAST SIDE (59-79)  
1991,3200000,UPPER EAST SIDE (59-79)  
1991,3200000,UPPER EAST SIDE (59-79)  
1927,3200000,UPPER EAST SIDE (79-96)  
1974,3200000,UPPER EAST SIDE (79-96)  
2008,3200000,UPPER EAST SIDE (96-110) 
2007,3200000,UPPER WEST SIDE (59-79)  
1926,3200000,UPPER WEST SIDE (79-96)  
1924,3200000,UPPER WEST SIDE (96-116) 
2006,3199000,TRIBECA                  
1913,3199000,UPPER WEST SIDE (96-116) 
2008,3195000,FLATIRON                 
1902,3195000,UPPER WEST SIDE (59-79)  
1917,3182031,MURRAY HILL              
2008,3170000,CHELSEA                  
2008,3170000,CHELSEA                  
1925,3170000,UPPER EAST SIDE (96-110) 
1930,3170000,UPPER WEST SIDE (79-96)  
2005,3170000,UPPER WEST SIDE (96-116) 
1920,3162500,GREENWICH VILLAGE-CENTRAL
1920,3161666,CHINATOWN                
1929,3160000,GREENWICH VILLAGE-CENTRAL
1920,3156575,CHINATOWN                
1920,3156575,CHINATOWN                
2008,3156575,FLATIRON                 
1917,3156575,MURRAY HILL              
2011,3156575,UPPER WEST SIDE (79-96)  
2012,3156564,GRAMERCY                 
2012,3155564,GRAMERCY                 
2005,3150000,CHELSEA                  
2006,3150000,CHELSEA                  
1906,3150000,FLATIRON                 
1929,3150000,GRAMERCY                 
1900,3150000,GREENWICH VILLAGE-CENTRAL
1940,3150000,GREENWICH VILLAGE-CENTRAL
1964,3150000,GREENWICH VILLAGE-CENTRAL
